Date,HG_Price,HG1_logret,DXY_Price,DXY_logret,PMI,PMI_change,LME_Stocks,STOCKS_logret,DXY_logret_lag1,PMI_change_lag1,STOCKS_logret_lag1,Forecasted_Return,Signal,Model_Alpha,Model_Beta_DXY,Model_Beta_PMI,Model_Beta_STOCKS,Model_R2,Hit
2024-01-02,5.73,0.5249355886143745,150.99,1.6561313413524532,49.02424242424242,0.006060606060607654,165700,-0.9609683560261102,0.6485194653905159,-0.013793103448278998,0.3143009397199221,-0.07261400698110666,SHORT,-0.0009584091706277883,-0.08810575777261904,-3.5866413827836996,-0.0827521905750614,0.04604274963116706,0.0
2024-01-03,5.75,0.3484324082610843,152.67,1.1065119812472606,49.03030303030303,0.006060606060607654,165700,0.0,1.6561313413524532,0.006060606060607654,-0.9609683560261102,-0.1814473871009432,SHORT,0.001962808054714287,-0.08809715829609585,-3.570497148999554,-0.08275351538998063,0.04599050643324709,0.0
2024-01-04,5.73,-0.34843240826108113,152.62,-0.032755740736375855,49.03636363636364,0.006060606060607654,164450,-0.7572351797451247,1.1065119812472606,0.006060606060607654,0.0,-0.22865873125591796,SHORT,0.0019648697308640595,-0.0879952124840584,-3.57297722085075,-0.0826610441050381,0.04599981054580582,1.0
2024-01-05,5.65,-1.4059985568298599,152.05,-0.37417577381134204,49.04242424242425,0.006060606060607654,163175,-0.7783328113784874,-0.032755740736375855,0.006060606060607654,-0.7572351797451247,-0.009773727143451781,NEUTRAL,-0.0035945665329310972,-0.08675789015238371,-3.591071089208652,-0.0822796140469794,0.04543280849223752,1.0
2024-01-08,5.68,0.5295687574710283,152.29,0.1577183740225833,49.06060606060606,0.006060606060607654,161725,-0.8925882591232022,-0.37417577381134204,0.006060606060607654,-0.7783328113784874,0.0808751127933199,LONG,-0.0031073047497679283,-0.08711824049316194,-3.5504263041203576,-0.08235132036151248,0.045542924660336936,1.0
2024-01-09,5.62,-1.0619568827460262,153.46,0.7653348885919873,49.06666666666667,0.006060606060607654,160550,-0.7291941394526227,0.1577183740225833,0.006060606060607654,-0.8925882591232022,0.06378508516032749,LONG,-0.006141671098585284,-0.08773102802039379,-3.5590968021990363,-0.0821791682804442,0.045557343501321124,0.0
2024-01-10,5.65,0.5323881252750017,152.86,-0.39174769347811567,49.07272727272727,0.0060606060606005485,158900,-1.0330346992852655,0.7653348885919873,0.006060606060607654,-0.7291941394526227,-0.038726930995382144,SHORT,-0.0009778519314015775,-0.08909837723626392,-3.570223514432709,-0.0833214232992244,0.04696172252582553,0.0
2024-01-11,5.67,0.35335725813110447,153.58,0.4699134087659506,49.07878787878788,0.006060606060607654,157325,-0.9961344129673042,-0.39174769347811567,0.0060606060606005485,-1.0330346992852655,0.05069081251461364,LONG,-0.000845426388203856,-0.08952878598129695,-3.567795161758712,-0.08332985426506445,0.04703859932203713,1.0
2024-01-12,5.58,-1.6000341346441076,152.85,-0.47645555655540467,49.084848484848486,0.006060606060607654,155825,-0.958014671808296,0.4699134087659506,0.006060606060607654,-0.9961344129673042,0.041284508297738325,LONG,-0.0064618828082287,-0.0873236147958481,-3.603383409866043,-0.0828114092631431,0.046596812643722396,0.0
2024-01-16,5.71,2.303024727469933,156.64,2.449313044535674,49.10909090909091,0.006060606060607654,154725,-0.7084235069489117,-0.47645555655540467,0.006060606060607654,-0.958014671808296,0.05952967689397974,LONG,0.0007738887798008267,-0.07756114021198855,-3.628094402006518,-0.0834657160957821,0.045939694424630306,1.0
2024-01-17,5.72,0.17497817237875507,158.39,1.111016729212868,49.11515151515152,0.006060606060607654,154075,-0.42098507771184107,2.449313044535674,0.006060606060607654,-0.7084235069489117,-0.11004989288550689,SHORT,-0.0013568626205698701,-0.07547542501046559,-3.632681936565438,-0.08360880123958345,0.045844042345641545,0.0
2024-01-18,5.71,-0.1749781723787595,157.94,-0.2845132004893912,49.121212121212125,0.006060606060607654,157325,2.087423256469043,1.111016729212868,0.006060606060607654,-0.42098507771184107,-0.2478206358681073,SHORT,-0.005172177060333953,-0.07002991066701537,-3.639379230170529,-0.0836267575179808,0.04514873717067236,1.0
2024-01-19,5.75,0.698083114134014,156.87,-0.6797777201285954,49.12727272727273,0.006060606060607654,157875,0.34898512576578367,-0.2845132004893912,0.006060606060607654,2.087423256469043,-0.2512855155436827,SHORT,-0.0011858141880268722,-0.07181410717795393,-3.655820732438618,-0.0837988010999671,0.04600579164442686,0.0
2024-01-22,5.71,-0.6980831141340205,156.8,-0.044632895184143,49.14545454545455,0.006060606060607654,156750,-0.7151401157625128,-0.6797777201285954,0.006060606060607654,0.34898512576578367,0.09823671821212973,LONG,0.00024289056615611065,-0.0686520471176064,-3.660136404035299,-0.08245270198713035,0.04469467831105556,0.0
2024-01-23,5.78,1.2184659016367219,157.84,0.6610753798052347,49.151515151515156,0.006060606060607654,159575,1.786185162909087,-0.044632895184143,0.006060606060607654,-0.7151401157625128,0.13342683539199252,LONG,0.0018352557402219038,-0.06816650243459435,-3.6529023475327125,-0.0832081584798524,0.044590579529461105,1.0
2024-01-24,5.88,1.7153079226249492,156.34,-0.9548738922175485,49.157575757575756,0.0060606060606005485,157725,-1.1661020885247846,0.6610753798052347,0.006060606060607654,1.786185162909087,-0.2012582863915807,SHORT,0.0020044215828686172,-0.06742818942161381,-3.606907259563755,-0.08449076386432125,0.045929883482270006,0.0
2024-01-25,5.88,0.0,157.37,0.6566597820588729,49.163636363636364,0.006060606060607654,155175,-1.6299497957156743,-0.9548738922175485,0.0060606060606005485,-1.1661020885247846,0.14692746056439965,LONG,-0.0014321186573221165,-0.06589491863763086,-3.5657395911517096,-0.08380761383567856,0.045315293354689756,1.0
2024-01-26,5.84,-0.6825965070399871,156.94,-0.2736153913445911,49.16969696969697,0.006060606060607654,151350,-2.495847683198878,0.6566597820588729,0.006060606060607654,-1.6299497957156743,0.14862323675206185,LONG,-0.0027155186223204904,-0.06541149530522679,-3.5765942284048315,-0.08335197506403601,0.04495728517053166,0.0
2024-01-29,5.88,0.6825965070399891,157.16,0.1400827990931744,49.18787878787879,0.0060606060606005485,150350,-0.6629126033189571,-0.2736153913445911,0.006060606060607654,-2.495847683198878,0.14611716734577768,LONG,0.0008068715728790487,-0.06259331802411515,-3.5871146606791453,-0.08416931027043026,0.0451627667537603,1.0
2024-01-30,5.94,1.0152371464018128,157.13,-0.019090648821859388,49.193939393939395,0.006060606060607654,148475,-1.254931553261416,0.1400827990931744,0.0060606060606005485,-0.6629126033189571,0.024215057327840454,NEUTRAL,0.0019079608916960245,-0.06240338049908102,-3.5888905346268047,-0.08440650068521853,0.045392719933774806,1.0
2024-01-31,5.91,-0.5063301956546762,156.23,-0.5744207778228655,49.2,0.006060606060607654,146475,-1.3561828471071595,-0.019090648821859388,0.006060606060607654,-1.254931553261416,0.08404029152428374,LONG,-0.0013423898787167862,-0.0616496398742724,-3.587954579786428,-0.08342644440507851,0.044375544011028056,0.0
2024-02-01,5.89,-0.338983375451154,157.42,0.7588112290492379,49.19655172413793,-0.0034482758620697496,145425,-0.7194275634027085,-0.5744207778228655,0.006060606060607654,-1.3561828471071595,0.12710852395567596,LONG,-0.0010361701475700997,-0.05948301731306678,-3.5424440228875236,-0.08357122508416255,0.04425348185721878,0.0
2024-02-02,5.86,-0.5106394074574028,159.41,1.2562106931251193,49.19310344827586,-0.0034482758620697496,140225,-3.6412214402424627,0.7588112290492379,-0.0034482758620697496,-0.7194275634027085,0.0705951084308597,LONG,0.0005981248971122614,-0.0586841932222623,-3.5108420953110757,-0.08324124341331172,0.04340357617493196,0.0
2024-02-05,5.83,-0.5132603226520314,161.38,1.2282332774805187,49.18275862068966,-0.003448275862062644,139425,-0.5721453118783196,1.2562106931251193,-0.0034482758620697496,-3.6412214402424627,0.15644155477130103,LONG,0.0011086403308012416,-0.06052340210305658,-3.510876349846256,-0.08360140947147067,0.04382170604183222,0.0
2024-02-06,5.8,-0.5159082810027448,160.0,-0.8588017186533504,49.17931034482759,-0.0034482758620697496,138800,-0.4492774202913331,1.2282332774805187,-0.003448275862062644,-0.5721453118783196,-0.19378225286431477,SHORT,-0.0025852673281355452,-0.05802731003205717,-3.6888542422805743,-0.08347023753616568,0.04326887540809643,1.0
2024-02-07,5.72,-1.388911216066715,159.36,-0.4008021397538711,49.17586206896552,-0.0034482758620697496,137850,-0.6867910602898417,-0.8588017186533504,-0.0034482758620697496,-0.4492774202913331,-0.02142010894316744,NEUTRAL,-0.007867854368873542,-0.05638619206441053,-3.6881611977279083,-0.08283300093925822,0.04205118607842484,1.0
2024-02-08,5.71,-0.1749781723787595,160.59,0.7688739237111463,49.17241379310345,-0.0034482758620697496,136825,-0.7463400439823911,-0.4008021397538711,-0.0034482758620697496,-0.6867910602898417,0.12379765430659534,LONG,-0.00558945577579642,-0.05815491027278548,-3.677645131654426,-0.08355148301946705,0.042913290008274596,0.0
2024-02-09,5.65,-1.056347850956926,159.67,-0.5745347721789738,49.16896551724138,-0.0034482758620697496,136825,0.0,0.7688739237111463,-0.0034482758620697496,-0.7463400439823911,0.014142898078494882,NEUTRAL,-0.011247341052188144,-0.06150844388665328,-3.6983456667036663,-0.08387270903279584,0.04328100939852342,0.0
2024-02-12,5.7,0.8810629682154906,159.51,-0.1002569167253193,49.15862068965517,-0.0034482758620697496,136300,-0.3844398327494908,-0.5745347721789738,-0.0034482758620697496,0.0,-0.03986656783137864,SHORT,-0.006365571217109544,-0.06388119479958705,-3.6851244424648355,-0.08503730924263427,0.04425663723807938,0.0
2024-02-13,5.74,0.6993035490970604,162.46,1.832520143845101,49.1551724137931,-0.0034482758620697496,135450,-0.6255770171382796,-0.1002569167253193,-0.0034482758620697496,-0.3844398327494908,0.07024553882338935,LONG,-0.004549504252632307,-0.061674255578886915,-3.691247003579846,-0.08516392357967954,0.04414211551892033,1.0
2024-02-14,5.7,-0.6993035490970637,161.46,-0.6174383655938394,49.15172413793103,-0.0034482758620697496,133825,-1.2069592251659182,1.832520143845101,-0.0034482758620697496,-0.6255770171382796,-0.06882182637354733,SHORT,-0.010177221322232241,-0.05833859893208364,-3.7028418449459557,-0.08326212388251215,0.0425960645497484,1.0
2024-02-15,5.77,1.2205905679503546,160.02,-0.8958626544891571,49.14827586206897,-0.003448275862062644,132525,-0.9761669405575201,-0.6174383655938394,-0.0034482758620697496,-1.2069592251659182,-0.014577954548161708,NEUTRAL,-0.008629370077732897,-0.059431211710296576,-3.7029169585660684,-0.08341158004171222,0.04282611943548864,0.0
2024-02-16,5.88,1.888468139052742,159.8,-0.13757740898036305,49.1448275862069,-0.0034482758620697496,130675,-1.4057982274884269,-0.8958626544891571,-0.003448275862062644,-0.9761669405575201,0.15091122749225977,LONG,0.00047467532863926763,-0.05353698350179052,-3.7305047178925266,-0.08590964592402416,0.04509697469804741,1.0
2024-02-20,5.89,0.16992357529598429,158.45,-0.8483947195244695,49.13103448275862,-0.0034482758620697496,125925,-3.7026832967271335,-0.13757740898036305,-0.0034482758620697496,-1.4057982274884269,0.17126183521766777,LONG,-0.0014590024706770694,-0.054913474302502104,-3.741559002030215,-0.08540598036307043,0.04512128337747967,1.0
2024-02-21,5.92,0.5080451232418913,158.95,0.3150601219881872,49.12758620689655,-0.0034482758620697496,124075,-1.480027015820966,-0.8483947195244695,-0.0034482758620697496,-3.7026832967271335,0.33978082901705814,LONG,-0.0009309905412353964,-0.05443320091814981,-3.7410558960298066,-0.08536278740029199,0.0451341709163261,1.0
2024-02-22,5.95,0.5054770661624054,158.83,-0.0755239509747856,49.12413793103448,-0.0034482758620697496,122775,-1.053280954819621,0.3150601219881872,-0.0034482758620697496,-1.480027015820966,0.09350965981421368,LONG,-0.000503393463896341,-0.05415272072871411,-3.747446304593188,-0.08599553148640757,0.04515309151673874,1.0
2024-02-23,5.91,-0.6745388139531538,158.43,-0.25215924601121625,49.12068965517241,-0.0034482758620697496,122900,0.10176046466807466,-0.0755239509747856,-0.0034482758620697496,-1.053280954819621,0.033804277847317626,LONG,0.00042553050062806366,-0.05512617294502225,-3.79653572312944,-0.08721614157455097,0.04601423593706799,0.0
2024-02-26,5.86,-0.8496227829085533,158.77,0.21437587024687785,49.11034482758621,-0.0034482758620697496,127825,3.929112439407377,-0.25215924601121625,-0.0034482758620697496,0.10176046466807466,-0.01828277291127693,NEUTRAL,-0.001227714191872219,-0.055518176310563015,-3.80183439293009,-0.08774390968739205,0.046509246402162696,1.0
2024-02-27,5.88,0.34071583216141343,158.6,-0.10713048886726809,49.10689655172414,-0.0034482758620697496,126525,-1.0222223865921218,0.21437587024687785,-0.0034482758620697496,3.929112439407377,-0.33630792769025264,SHORT,0.0009028756452629984,-0.056616616507822834,-3.793639878283698,-0.08768642691926848,0.046575708885111866,0.0
2024-02-28,5.91,0.5089069507471228,160.11,0.9475769813215583,49.10344827586207,-0.0034482758620697496,124825,-1.352716071346866,-0.10713048886726809,-0.0034482758620697496,-1.0222223865921218,0.17600628608105287,LONG,0.0036348602540289474,-0.05602655844068865,-3.7985257043434064,-0.08793895335462543,0.046877642441674694,1.0
2024-02-29,5.91,0.0,159.96,-0.09372950353455306,49.1,-0.0034482758620697496,122675,-1.7374174410705834,0.9475769813215583,-0.0034482758620697496,-1.352716071346866,0.039629015745553144,LONG,0.0004101869267211424,-0.06348737537965368,-3.7821186099347965,-0.08804008099776706,0.047805441757553635,1.0
2024-03-01,5.91,0.0,158.98,-0.6145375833651132,49.160714285714285,0.06071428571428328,121375,-1.065365536447807,-0.09372950353455306,-0.0034482758620697496,-1.7374174410705834,0.05564274129898275,LONG,0.0027489233142433903,-0.06759124152516849,-3.637894559779085,-0.0879460078728485,0.04769805299719321,1.0
2024-03-04,5.92,0.1690617477907452,159.28,0.18852516109742432,49.34285714285714,0.06071428571428328,116775,-3.8635920223317273,-0.6145375833651132,0.06071428571428328,-1.065365536447807,-0.1330184223455166,SHORT,0.005601606545249671,-0.06830177544371663,-3.668550081421199,-0.08885155640303771,0.04918063578313203,0.0
2024-03-05,5.9,-0.33840979842404567,159.19,-0.056520238889633714,49.40357142857143,0.060714285714290384,114075,-2.339287957470546,0.18852516109742432,0.06071428571428328,-3.8635920223317273,0.3912400832375029,LONG,-0.0015711928745584976,-0.07257697712149058,-2.737004484838102,-0.08897255279991839,0.04938498490440457,0.0
2024-03-06,5.9,0.0,157.39,-1.1371655803535006,49.464285714285715,0.06071428571428328,113775,-0.26333129107606573,-0.056520238889633714,0.060714285714290384,-2.339287957470546,0.13013593505836235,LONG,-0.004758559523059529,-0.07265730708795347,-2.7232949195622833,-0.08850553382029093,0.049421267868396734,1.0
2024-03-07,5.93,0.5071862097960128,155.4,-1.2724363629962403,49.525,0.06071428571428328,113525,-0.21997369186908608,-1.1371655803535006,0.06071428571428328,-0.26333129107606573,0.0867287698743017,LONG,-0.007114632715034982,-0.07214978318883587,-2.703961904173196,-0.08821083134920789,0.04950424833995526,1.0
2024-03-08,5.86,-1.187460942071274,154.7,-0.45146803545266945,49.58571428571429,0.060714285714290384,112800,-0.6406737920056327,-1.2724363629962403,0.06071428571428328,-0.21997369186908608,0.2238081238145523,LONG,-0.01560789179824962,-0.07357669794723996,-2.68611969950164,-0.08655489637542187,0.048007034493202316,0.0
2024-03-11,5.95,1.5241615968617042,155.67,0.6250624468737498,49.767857142857146,0.060714285714290384,110850,-1.7438403001638025,-0.45146803545266945,0.060714285714290384,-0.6406737920056327,0.2152670505358662,LONG,-0.005618742627851324,-0.06625462802743443,-2.6679313784211667,-0.08596089165262688,0.047355884179987595,1.0
2024-03-12,5.96,0.1679261519719994,156.01,0.21817257114001673,49.82857142857143,0.06071428571428328,110900,0.045095829400090895,0.6250624468737498,0.060714285714290384,-1.7438403001638025,0.16920772122193475,LONG,-0.005813794979887883,-0.06648293433028471,-2.652925482477765,-0.08578042239223223,0.047355037607877515,1.0
2024-03-13,6.13,2.8124268870861626,155.2,-0.5205500010039733,49.88928571428571,0.06071428571428328,108925,-1.796932235281559,0.21817257114001673,0.06071428571428328,0.045095829400090895,-0.043743111427230835,SHORT,0.0061928685018858365,-0.07850599576481891,-2.536625303426402,-0.083537503447227,0.047370851262082625,0.0
2024-03-14,6.14,0.162999221093097,156.96,1.1276388067934757,49.95,0.060714285714290384,108050,-0.8065489050610825,-0.5205500010039733,0.06071428571428328,-1.796932235281559,0.23957973900533186,LONG,0.0045901539750166954,-0.07802559363421767,-2.498115476536974,-0.08321406643854862,0.04696531547515981,1.0
2024-03-15,6.28,2.254523832105622,157.46,0.31804619392682393,50.010714285714286,0.06071428571428328,107300,-0.6965433316242227,1.1276388067934757,0.060714285714290384,-0.8065489050610825,0.046330601995572214,LONG,0.008318343116584172,-0.07764662232841102,-2.4128786300175054,-0.08357420996508959,0.04691914458604618,1.0
2024-03-18,6.3,0.31796529173795846,157.9,0.2790463505275237,50.19285714285714,0.060714285714290384,106825,-0.4436668106564172,0.31804619392682393,0.06071428571428328,-0.6965433316242227,0.023211325522297502,NEUTRAL,0.009623408844828664,-0.07698240206961207,-2.410397596627214,-0.08313806251120523,0.046089895522334445,1.0
2024-03-19,6.24,-0.9569451016150673,159.02,0.7068059211741076,50.253571428571426,0.06071428571428328,106700,-0.11708232223809215,0.2790463505275237,0.060714285714290384,-0.4436668106564172,0.05123932238486659,LONG,0.0075115089666263615,-0.07801766508888452,-2.4339646070840977,-0.08312014836128094,0.04601873752092389,0.0
2024-03-20,6.21,-0.48192864359489945,158.4,-0.39065010930119426,50.31428571428571,0.06071428571428328,112325,5.137529664851596,0.7068059211741076,0.06071428571428328,-0.11708232223809215,-0.001040672677264304,NEUTRAL,0.005144352032595646,-0.07581902843459482,-2.437988378458674,-0.08332564645496836,0.04624423233401076,1.0
2024-03-21,6.18,-0.4842624475788015,158.31,-0.05683432946393346,50.375,0.060714285714290384,111325,-0.8942603748457574,-0.39065010930119426,0.06071428571428328,5.137529664851596,-0.3768401616587085,SHORT,0.003452552520524131,-0.07504751123142443,-2.4386112070326993,-0.08283233445410504,0.045647077272520487,1.0
2024-03-22,6.15,-0.4866189651172788,160.17,1.1680615094518336,50.43571428571428,0.06071428571428328,113850,2.2427941301982557,-0.05683432946393346,0.060714285714290384,-0.8942603748457574,0.2804237214640489,LONG,0.001509723664713667,-0.07558837808294976,-2.43129593442296,-0.08340973082359923,0.045975147839201536,0.0
2024-03-25,6.14,-0.16273396593754824,159.74,-0.26882576909615424,50.61785714285714,0.06071428571428328,117900,3.4955015033576635,1.1680615094518336,0.06071428571428328,2.2427941301982557,-0.22796073713456144,SHORT,0.0030825905868833627,-0.0757958202111088,-2.4453541608056635,-0.08339015090317299,0.04596703231874555,1.0
2024-03-26,6.13,-0.16299922109310644,159.46,-0.17543864148934732,50.67857142857142,0.06071428571428328,117400,-0.42499001493291516,-0.26882576909615424,0.06071428571428328,3.4955015033576635,-0.22673007828220967,SHORT,0.003359054760791013,-0.07581392412301138,-2.4571666715096874,-0.0833154618788307,0.04587063952699222,1.0
2024-03-27,6.13,0.0,159.94,0.30056378293943453,50.739285714285714,0.060714285714290384,113100,-3.731452427192127,-0.17543864148934732,0.06071428571428328,-0.42499001493291516,0.2025215668226148,LONG,0.0011680977855371777,-0.07521935866376603,-2.45499673898418,-0.0829568519698569,0.045624081328520916,1.0
2024-03-28,6.14,0.162999221093097,160.25,0.19363508970355936,50.8,0.06071428571428328,112475,-0.5541408394838745,0.30056378293943453,0.060714285714290384,-3.731452427192127,0.34891291272199004,LONG,0.0029739238121913886,-0.07503865540316944,-2.45824989373698,-0.08277115418827159,0.04554949639045336,1.0
2024-04-01,6.24,1.6155440222285207,161.75,0.9316837580230539,50.75151515151515,-0.012121212121208202,112475,0.0,0.19363508970355936,0.06071428571428328,-0.5541408394838745,-0.0027089448107067704,NEUTRAL,0.007683436226993138,-0.07262628763953771,-3.6718374175980597,-0.08303941587834521,0.046230841995341665,0.0
2024-04-02,6.25,0.16012813669738277,160.9,-0.5268879382672398,50.739393939393935,-0.012121212121215308,111925,-0.490197060020678,0.9316837580230539,-0.012121212121208202,0.0,0.24058677353862612,LONG,0.005954215929970583,-0.07368950121346231,-3.657665126679687,-0.08299144581666142,0.04643796946591372,1.0
2024-04-03,6.41,2.5277807184268606,159.26,-1.0244967169038823,50.72727272727273,-0.012121212121208202,112975,0.9337551170314138,-0.5268879382672398,-0.012121212121215308,-0.490197060020678,0.023994690631173706,NEUTRAL,0.011342910289371903,-0.07788520381654265,-3.662209321650552,-0.08223358271329305,0.046153412655448145,1.0
2024-04-04,6.42,0.15588467692910996,157.33,-1.2192576576966763,50.71515151515151,-0.012121212121215308,112525,-0.39911361183470406,-1.0244967169038823,-0.012121212121208202,0.9337551170314138,0.020388298600387947,NEUTRAL,0.010256457098848778,-0.07693742250997695,-3.6608386437506577,-0.08313748028255412,0.04646795953521354,1.0
2024-04-05,6.45,0.4662013105811371,158.71,0.8733127267135316,50.7030303030303,-0.012121212121208202,115525,2.63115375773337,-1.2192576576966763,-0.012121212121215308,-0.39911361183470406,0.20687979547122795,LONG,0.010691174732752213,-0.07622358797990716,-3.6454025498032117,-0.08281036063301603,0.04630807596915987,1.0
2024-04-08,6.48,0.4640379556502301,157.78,-0.5876979852523723,50.666666666666664,-0.012121212121215308,114275,-1.087913253852203,0.8733127267135316,-0.012121212121208202,2.63115375773337,-0.2180078578947509,SHORT,0.013439524582272468,-0.07593284611575295,-4.303689364202156,-0.08273032287834324,0.04636331340087385,0.0
2024-04-09,6.47,-0.15444018513742472,157.25,-0.3364762086393654,50.65454545454545,-0.012121212121215308,124225,8.34866132705762,-0.5876979852523723,-0.012121212121215308,-1.087913253852203,0.134730562934769,LONG,0.011641805888551675,-0.07518875626174942,-4.2302778358789475,-0.08147126022875968,0.046451468072826074,0.0
2024-04-10,6.56,1.3814494443188514,161.27,2.5243083411874396,50.64242424242424,-0.012121212121208202,123475,-0.6055731061695698,-0.3364762086393654,-0.012121212121215308,8.34866132705762,-0.6509159197823574,SHORT,0.015612535660949854,-0.07172590378498732,-4.343732768738802,-0.08263134577992468,0.04646040419339792,0.0
2024-04-11,6.53,-0.45836596676579283,161.54,0.16728110217257777,50.630303030303025,-0.012121212121215308,124850,1.1074310299093715,2.5243083411874396,-0.012121212121208202,-0.6055731061695698,0.09623977034967954,LONG,0.015293271827238178,-0.07173427315582315,-4.34593963868969,-0.08269735620806795,0.04668012351156947,0.0
2024-04-12,6.58,0.7627802048886068,163.89,1.4442681061585732,50.61818181818182,-0.012121212121208202,124425,-0.3409891981164353,0.16728110217257777,-0.012121212121215308,1.1074310299093715,-0.2817773337173883,SHORT,0.015359247501982119,-0.07110214376261154,-4.346321713164936,-0.08421301190069673,0.04728466760167804,0.0
2024-04-15,6.78,2.994235661507832,164.47,0.3532711677441695,50.58181818181818,-0.012121212121215308,123475,-0.7664418317929385,1.4442681061585732,-0.012121212121208202,-0.3409891981164353,-0.04859677282706987,SHORT,0.019232305762214585,-0.06939404217883745,-4.29125245964279,-0.08479435979477595,0.046750052375117535,0.0
2024-04-16,6.72,-0.8888947417246152,166.0,0.9259605603365667,50.56969696969697,-0.012121212121208202,123875,0.32342862234636305,0.3532711677441695,-0.012121212121215308,-0.7664418317929385,-0.044623753696906125,SHORT,0.020646364627773618,-0.06988759892367913,-4.358779142373062,-0.08466111934073578,0.046362263416378835,1.0
2024-04-17,6.76,0.5934735519814527,165.01,-0.5981710231829666,50.557575757575755,-0.012121212121215308,123775,-0.08075914026653577,0.9259605603365667,-0.012121212121208202,0.32342862234636305,-0.12272784400762339,SHORT,0.020294874878466027,-0.0699838490222976,-4.325030180878889,-0.08430580507019912,0.046224228423037084,0.0
2024-04-18,6.9,2.0498521548340967,164.98,-0.018182369212797422,50.54545454545455,-0.012121212121208202,122925,-0.6890987949483695,-0.5981710231829666,-0.012121212121215308,-0.08075914026653577,0.010237027275725822,NEUTRAL,0.021279732498305632,-0.07134643782188833,-4.299124191936698,-0.0856389425954709,0.04751117163742502,1.0
2024-04-19,7.0,1.4388737452099452,165.3,0.1937750394392916,50.53333333333333,-0.012121212121215308,122125,-0.6529302935056218,-0.018182369212797422,-0.012121212121208202,-0.6890987949483695,0.10508133677728193,LONG,0.023055431419139346,-0.07103195393663145,-4.286455808138379,-0.08613057736306899,0.04774836120776982,1.0
2024-04-22,6.95,-0.7168489478612516,164.82,-0.29080354917410806,50.49696969696969,-0.012121212121215308,121200,-0.7603036727732712,0.1937750394392916,-0.012121212121215308,-0.6529302935056218,0.026788103712419575,NEUTRAL,0.016067632214684255,-0.07484591014585326,-4.114501111602238,-0.08496468616327311,0.04872752848938944,0.0
2024-04-23,6.85,-1.4493007302566865,163.17,-1.0061367232258434,50.484848484848484,-0.012121212121208202,120600,-0.49627893421290137,-0.29080354917410806,-0.012121212121215308,-0.7603036727732712,0.05887113039616726,LONG,0.015458730286154816,-0.0727940154033149,-4.138035882562379,-0.08253477992207724,0.0453168341487491,0.0
2024-04-24,6.86,0.14587894636600882,163.02,-0.09197094366675623,50.47272727272727,-0.012121212121215308,120225,-0.3114297129358781,-1.0061367232258434,-0.012121212121208202,-0.49627893421290137,0.12595913397809122,LONG,0.02043747330224864,-0.08016689764522686,-4.262575259738687,-0.07927180595195366,0.04311683654889975,1.0
2024-04-25,6.98,1.7341475036487173,162.47,-0.33795233246524836,50.46060606060606,-0.012121212121208202,120400,0.14545457109943616,-0.09197094366675623,-0.012121212121215308,-0.3114297129358781,0.08134299901536218,LONG,0.019664621287736783,-0.08251717491404778,-4.092983713897151,-0.07831477582868451,0.04308967934199803,1.0
2024-04-26,7.01,0.4288784272217499,162.32,-0.09236738240997251,50.448484848484846,-0.012121212121215308,118550,-1.5484720363306124,-0.33795233246524836,-0.012121212121208202,0.14545457109943616,0.020963091356543583,NEUTRAL,0.020352191293362507,-0.08232173062565985,-4.100253467612077,-0.07835962629219308,0.042406823552119666,1.0
